0,Z,0
100,Z,0
200,Z,2560
300,Z,2560
400,Z,2560
500,Z,2560
600,Z,2560
700,Z,2560
800,Z,2560
900,Z,2560
1000,Z,2560
1100,Z,2560
1200,Z,2560
1300,Z,2560
1400,Z,2560
1500,Z,2560
1600,Z,2560
1700,Z,2560
1800,Z,2560
1900,Z,2560
2000,Z,2560
2100,Z,2560
2200,Z,2560
2300,Z,2560
2400,Z,2560
2500,Z,2560
2600,Z,2560
2700,Z,2560
2800,Z,2560
2900,Z,2560
3000,Z,2560
3100,Z,2560
3200,Z,2560
3300,Z,2560
3400,Z,2560
3500,Z,2560
3600,Z,2560
3700,Z,2560
3800,Z,2560
3900,Z,2560
